source,target,prediction
287016,7863,N
109287,7878,N
43464,7878,N
95120,7878,N
206742,7878,N
120117,7886,N
118575,7886,N
249058,7886,N
126174,7886,N
279332,7886,N
140545,7931,N
144822,7931,N
240856,7931,N
78504,7931,N
188542,7931,N
48850,7969,N
192946,7969,N
55030,7969,N
117578,7969,N
306315,7969,N
150612,7971,N
5775,8012,N
158152,8012,N
231915,8012,N
253048,8017,N
165914,8017,N
105248,8038,N
161998,8038,N
243261,8038,N
229862,8038,N
12360,8038,N
162409,8038,N
77450,8040,N
201491,8040,P
299753,8040,N
125444,8040,N
306929,8040,N
128763,8047,N
169732,8047,N
6831,8095,N
293777,8095,N
22654,8101,N
90071,8101,N
214926,8101,N
203882,8101,N
28849,8153,N
146313,8153,N
79704,8156,N
165439,8156,N
138470,8164,N
125884,8164,N
118976,8164,N
186973,8164,N
10827,8165,N
297605,8165,P
302786,8165,N
159546,8165,N
23189,8165,N
138479,8165,N
225104,8207,N
176381,8207,N
44657,8207,N
19522,8214,N
304220,8214,N
309813,8214,N
51333,8214,N
243767,8214,N
198722,8257,N
209033,8257,N
97531,8257,N
251355,8276,N
163046,8276,N
128292,8276,N
198507,8340,N
84794,8353,N
163569,8353,N
196701,8353,N
119331,8353,N
128056,8355,N
186115,8355,N
209875,8355,N
254895,8355,N
118571,8355,N
211820,8357,N
199434,8357,N
97532,8357,N
276856,8357,N
188134,8407,P
227124,8407,N
97476,8407,N
93443,8407,N
273903,8407,N
228400,8407,N
26695,8407,N
273600,8416,N
252840,8416,N
280318,8416,N
245105,8421,N
57938,8421,N
231558,8421,N
253500,8444,P
311040,8444,N
58509,8444,N
103458,8463,N
150288,8463,N
16939,8463,N
230009,8463,N
249128,8484,N
82241,8484,N
192536,8484,N
53507,8484,N
292158,8484,N
98933,8537,N
319573,8537,N
83094,8537,N
62311,8537,N
233866,8537,N
263622,8537,N
277044,8537,N
310784,8537,N
239529,8558,N
111875,8558,N
157884,8558,N
27960,8558,N
2212,8571,N
16107,8571,N
285936,8571,N
246900,8578,N
75702,8578,N
293353,8578,N
301902,8587,N
68652,8587,N
152259,8587,N
135599,8587,N
172249,8587,N
73971,8647,N
138158,8647,N
191747,8647,N
176118,8647,N
129572,8647,N
176610,8647,N
96014,8669,N
171800,8669,N
260136,8669,N
66339,8669,N
318031,8669,N
252960,8669,N
215323,8676,N
267295,8676,N
98829,8676,N
206033,8676,N
112320,8676,N
73501,8680,N
294839,8680,N
302896,8680,N
133314,8680,N
283388,8680,N
43568,8683,N
317337,8683,N
81724,8683,N
41931,8683,N
118611,8683,N
253512,8692,N
253858,8692,N
168017,8692,N
290461,8692,N
303208,8692,N
235556,8696,N
104848,8698,N
150104,8698,N
193146,8698,N
9480,8703,P
14345,8703,N
96592,8703,P
248502,8703,N
51641,8703,N
30929,8703,N
37700,8706,N
169662,8706,N
59897,8715,N
55825,8715,N
151107,8715,N
306456,8715,N
81759,8727,N
186764,8728,N
266625,8728,N
23553,8729,N
74210,8729,N
302807,8729,N
187599,8729,N
14364,8729,N
139765,8729,N
253993,8729,N
73434,8729,N
175849,8736,N
251245,8736,N
293979,8736,N
46932,8736,N
73434,8759,N
252200,8759,N
73998,8759,N
104047,8759,N
14465,8764,P
49885,8764,N
175840,8764,P
138554,8764,N
176735,8773,N
266421,8773,N
219590,8773,N
68878,8773,N
294325,8796,N
159605,8796,N
79694,8796,N
85584,8796,N
206913,8800,N
252510,8800,N
86147,8800,N
187837,8811,N
160518,8811,N
303786,8811,N
13449,8817,N
84610,8817,N
193787,8817,N
161108,8817,N
155882,8817,N
46291,8817,N
191502,8842,N
273618,8842,N
30468,8842,N
228769,8842,N
42002,8843,N
286156,8843,N
316832,8844,N
244213,8844,N
287324,8844,N
316724,8844,N
197949,8884,N
150888,8884,N
9536,8895,N
176749,8895,N
196619,8895,N
160048,8895,N
279836,8895,N
285853,8895,N
125168,8905,N
169169,8905,N
117129,8915,N
212787,8915,N
94208,8939,N
170381,8939,N
8895,8939,N
136843,8939,N
8703,8948,N
1867,8948,N
16331,8948,N
110951,8948,N
76386,8982,N
223403,8982,N
227435,8982,N
223267,8986,N
250827,8986,N
39463,8986,N
64448,8986,N
49671,8986,N
276675,9005,N
247803,9005,N
323978,9010,N
242694,9010,N
33419,9011,N
136233,9011,N
224208,9011,N
96212,9011,N
57167,9090,N
150463,9090,N
138097,9090,N
272793,9090,N
66299,9090,N
114881,9090,N
255281,9090,N
84160,9090,N
126630,9106,N
287351,9106,N
322134,9106,N
280904,9111,N
288440,9111,N
292367,9111,N
22541,9111,N
268296,9111,N
100152,9123,N
146360,9123,N
35038,9123,N
206611,9159,N
281106,9159,N
17018,9159,N
134801,9159,N
29481,9159,N
312579,9167,N
201782,9167,N
66785,9167,N
102213,9167,N
249920,9167,N
186160,9167,N
15379,9283,N
87709,9287,N
235850,9297,N
224503,9297,N
157978,9297,N
109777,9297,N
321920,9297,N
23767,9309,N
143009,9309,N
76432,9309,N
32110,9309,N
108795,9311,N
184742,9311,N
273496,9311,N
70753,9311,N
211983,9322,N
63264,9322,N
255165,9336,N
34813,9336,N
324763,9336,N
175267,9350,N
320039,9350,N
184787,9350,N
199381,9350,N
117868,9350,N
272163,9366,N
323647,9366,N
170478,9366,N
298215,9380,N
95999,9382,N
137076,9382,N
21572,9386,N
186998,9386,N
147637,9386,N
297429,9386,N
300090,9386,N
254100,9386,N
131887,9386,N
206214,9397,N
79495,9398,N
321118,9398,N
147548,9398,N
199639,9399,N
242694,9399,N
23019,9399,N
38381,9416,N
13538,9416,N
165322,9416,N
301914,9416,N
307722,9416,N
34230,9432,N
277709,9432,N
266036,9432,N
148297,9432,N
199281,9432,N
320487,9432,N
82338,9432,N
177326,9462,N
253207,9462,N
131026,9462,N
308433,9462,N
190036,9462,N
63628,9472,N
225235,9472,N
304742,9472,N
16710,9472,N
272352,9472,N
183453,9480,N
253207,9480,N
251993,9480,N
109043,9480,N
278464,9480,N
78781,9487,N
170986,9487,N
262116,9487,N
111928,9497,N
291512,9497,N
56284,9497,N
188011,9498,N
223285,9498,N
200314,9498,N
242579,9500,N
103703,9500,N
79505,9500,N
60229,9501,N
202802,9501,N
5970,9507,N
268642,9507,N
276892,9513,N
264930,9522,N
155896,9522,N
135066,9522,N
61667,9522,N
76858,9536,N
23019,9536,N
95035,9539,N
161981,9539,N
85536,9539,N
16675,9539,N
99964,9539,N
9507,9541,N
266848,9541,N
61736,9541,N
98675,9541,N
50738,9541,N
46510,9557,N
309019,9557,N
85093,9557,N
22750,9565,N
223486,9565,N
206667,9565,N
118611,9565,N
165577,9571,N
66204,9571,N
165757,9571,N
119882,9571,N
149917,9571,N
227347,9571,N
75455,9571,N
83461,9576,N
171183,9576,N
214775,9576,P
231929,9576,N
260669,9576,N
103417,9576,N
113977,9576,N
62973,9584,N
318230,9584,N
252084,9584,N
183493,9584,N
159852,9584,N
77995,9584,N
214411,9589,N
317319,9598,N
316353,9598,N
97860,9625,N
117844,9625,N
318659,9625,N
61936,9625,N
218185,9625,N
28639,9625,N
206974,9628,N
278422,9628,N
74228,9628,N
204281,9629,N
139505,9629,N
60159,9632,N
223393,9632,N
241713,9632,N
118840,9672,N
114973,9672,N
118922,9672,N
56967,9676,N
285672,9676,N
198092,9676,N
26027,9676,N
126623,9676,N
58251,9676,N
78277,9690,N
16798,9690,N
302895,9702,N
320484,9702,N
183653,9702,N
10576,9765,N
119413,9765,N
186528,9765,N
251048,9765,N
44906,9765,N
94109,9765,N
98839,9765,N
202912,9770,N
41474,9770,N
158770,9770,N
5597,9770,N
49906,9780,N
240933,9780,N
4194,9780,N
313229,9853,N
248362,9853,N
132162,9853,N
303505,9853,N
39645,9881,N
75331,9881,N
231806,9881,N
243993,9881,N
165732,9881,N
132683,9881,N
17895,9881,N
10067,9910,N
135842,9910,N
266694,9910,N
231282,9913,N
258214,9913,N
145760,9913,N
125900,9913,N
92286,9916,N
173278,9949,N
10449,9949,N
95774,9959,N
215819,9959,N
19986,9971,N
197259,9971,N
92652,9971,N
138704,9971,N
177236,9973,N
227965,9973,N
192329,9994,N
183289,9994,N
272502,9997,N
26605,9997,N
105770,9997,N
200417,10014,N
240656,10014,N
5257,10014,N
162060,10035,N
243875,10035,N
295443,10035,N
322222,10035,N
267218,10035,N
62706,10043,N
66375,10043,N
144094,10043,N
312691,10043,N
76052,10043,N
65887,10053,N
94355,10053,N
191979,10053,N
242815,10053,N
98272,10067,N
186066,10067,N
306722,10067,N
20297,10067,N
231578,10101,N
163018,10101,N
102149,10101,N
56050,10138,N
194119,10186,N
156200,10186,N
27062,10229,N
128775,10229,N
215065,10229,N
265226,10229,N
101913,10229,N
213751,10229,N
301984,10229,N
107372,10240,N
157302,10240,N
119882,10240,N
64525,10245,N
167390,10245,N
98933,10245,N
197807,10245,N
9322,10268,N
66775,10268,N
290820,10268,N
316394,10268,N
74538,10268,N
216735,10268,N
243891,10268,N
185902,10284,N
237023,10284,N
24612,10284,N
132895,10284,N
11234,10284,N
239903,10284,N
125002,10284,N
103957,10284,N
277178,10284,N
79290,10284,N
211410,10305,N
112058,10305,N
225568,10305,N
157302,10315,N
185632,10315,N
235801,10315,N
235032,10315,N
14517,10320,N
65686,10320,N
299530,10320,N
254518,10320,N
277330,10329,N
131982,10329,N
65438,10329,N
251364,10329,N
129656,10330,N
42064,10330,N
179945,10330,N
208479,10330,N
294400,10335,N
321920,10335,N
242471,10335,N
81966,10342,N
51008,10342,N
304220,10342,N
30281,10342,N
104426,10395,N
311514,10395,N
130565,10395,N
316224,10395,N
276849,10395,N
323748,10397,N
114399,10397,N
172136,10397,N
18389,10413,N
270491,10413,N
267601,10413,N
285768,10413,N
184352,10430,N
302780,10430,P
214363,10430,N
290423,10430,N
99313,10430,N
13615,10430,N
112740,10430,N
310876,10430,N
13748,10430,N
74526,10430,N
9916,10438,P
170379,10438,N
236325,10438,N
227585,10438,N
146978,10438,N
145571,10449,N
292086,10449,N
164522,10449,N
8571,10449,N
287371,10454,N
315638,10454,N
209615,10454,N
4296,10454,N
231609,10457,P
228326,10457,N
112475,10479,N
49508,10479,N
48003,10479,N
140515,10479,N
19894,10494,N
118863,10494,N
136025,10494,N
40722,10494,N
232353,10494,N
10101,10538,P
231578,10538,N
274259,10538,N
10320,10538,N
114194,10538,N
300090,10538,N
137033,10538,N
66167,10538,N
64591,10553,N
250827,10570,N
254039,10570,N
211951,10570,N
196273,10576,N
279341,10576,N
38395,10576,N
28088,10576,N
67374,10576,N
105256,10576,N
313831,10576,N
21168,10584,N
224130,10584,N
286067,10584,N
150707,10584,N
250608,10584,N
51838,10624,N
98935,10624,N
113368,10624,N
227629,10624,N
229980,10625,N
77284,10625,N
193023,10625,N
7055,10647,N
28099,10647,N
105235,10647,N
118195,10647,N
174584,10647,N
201998,10647,N
241367,10647,N
253731,10647,N
173435,10647,N
108209,10675,N
166019,10675,N
152563,10675,N
50826,10730,N
77401,10730,N
318356,10773,N
252497,10773,N
66591,10773,N
235902,10773,N
129627,10825,N
266390,10825,N
302786,10827,N
20540,10827,N
63044,10827,N
146402,10833,N
235529,10833,N
69482,10833,N
290557,10833,N
200708,10833,N
183358,10835,P
275087,10835,N
100044,10835,N
100152,10835,N
168157,10835,N
126676,10835,N
186999,10835,N
79533,10853,N
45926,10853,N
53775,10857,N
45899,10857,N
5919,10861,N
66391,10861,N
198107,10861,N
200402,10861,N
186276,10861,N
28380,10861,N
44944,10865,N
108064,10865,N
315606,10865,N
126725,10865,N
118502,10865,N
64679,10873,N
72641,10886,N
119344,10886,N
90074,10886,N
200675,10892,N
94208,10892,N
67318,10892,N
146867,10892,N
312691,10901,N
72476,10901,N
189453,10901,N
18997,10901,N
202916,10901,N
68470,10903,N
15561,10903,N
263622,10903,N
65796,10903,N
152926,10903,N
49312,10903,N
232159,10903,N
54886,10905,N
67230,10905,N
286713,10905,N
12698,10905,N
10903,10910,N
34683,10910,N
139450,10910,N
211963,10913,N
284742,10913,N
21510,10913,N
10014,10913,N
172249,10913,N
64400,10913,N
87799,10952,N
175875,10952,N
55463,10952,N
315146,11024,N
269828,11024,N
13095,11048,N
306776,11048,N
74563,11048,N
158742,11074,N
107423,11074,N
60991,11074,N
140510,11074,N
95085,11077,P
320545,11077,N
262271,11077,N
104990,11077,N
27590,11077,N
292074,11088,N
61531,11088,N
189034,11088,N
280869,11094,N
214950,11094,N
60177,11094,N
91047,11094,N
73285,11094,N
171395,11094,N
173311,11094,N
158517,11099,N
20308,11105,N
83988,11105,N
158548,11105,N
234760,11105,N
226671,11105,N
20194,11108,N
132895,11108,N
49549,11108,N
276044,11108,N
8905,11108,N
118554,11116,N
205963,11116,N
103284,11116,N
9576,11134,N
15422,11134,N
119344,11134,N
185667,11134,P
193536,11134,N
252840,11134,N
273331,11134,N
300513,11134,N
230958,11134,N
250577,11134,N
57152,11189,N
257831,11189,N
212711,11189,N
166637,11195,N
17796,11195,N
274481,11195,N
203364,11195,N
192205,11195,N
209378,11218,N
7230,11218,N
208009,11218,N
114527,11230,N
199848,11230,N
59465,11230,N
204401,11230,N
58763,11232,N
17076,11232,N
72309,11233,P
215379,11233,N
152619,11234,N
281230,11234,N
82394,11234,N
219490,11234,N
281948,11234,N
90664,11234,N
15625,11243,N
23237,11243,N
44125,11243,N
117680,11243,N
136233,11243,N
210284,11243,N
248543,11243,N
255043,11243,N
171436,11243,N
200182,11243,N
205848,11243,N
261344,11243,N
273709,11277,N
306143,11277,N
247236,11277,N
230139,11277,N
243146,11306,N
84325,11316,N
175475,11316,N
151214,11316,N
84507,11320,N
20934,11320,N
168364,11320,N
126066,11320,N
306835,11320,N
81287,11327,N
98986,11327,N
186504,11327,N
5830,11327,N
201342,11327,N
267521,11327,N
231332,11327,N
83847,11327,N
104892,11339,N
7886,11339,N
101862,11339,N
20230,11339,N
267047,11339,N
293998,11354,N
82833,11354,N
247759,11354,N
208248,11354,N
251304,11354,N
247776,11387,N
196121,11387,N
277397,11387,N
321602,11387,N
12339,11387,N
22775,11391,N
228194,11391,N
249651,11396,N
305761,11396,N
316101,11396,N
215470,11400,N
157082,11400,N
95080,11412,N
11195,11412,N
284668,11412,N
68437,11415,N
78508,11415,N
156824,11445,N
144687,11445,N
136962,11445,N
241667,11458,N
309079,11458,N
76956,11458,N
137034,11458,N
315226,11458,N
131072,11461,N
29847,11461,N
307722,11461,N
172490,11461,N
234550,11461,N
271010,11474,N
307767,11474,N
203726,11474,N
161559,11493,N
307467,11493,N
59308,11493,N
31745,11501,N
100736,11501,N
30278,11501,N
214009,11501,N
321665,11533,N
84873,11533,N
63535,11533,N
172522,11533,N
13726,11533,N
270029,11539,N
15013,11539,N
113735,11582,N
9297,11582,N
128882,11618,N
173817,11618,N
309373,11618,N
234550,11618,N
202804,11618,N
196701,11634,N
323143,11634,N
16070,11668,N
211559,11668,N
157192,11673,N
107506,11673,N
9111,11673,N
54912,11673,N
312445,11673,N
188143,11690,N
111641,11690,N
225371,11690,N
222791,11690,N
143359,11690,N
132921,11750,N
233853,11750,N
100325,11750,N
287273,11750,N
305551,11750,N
322307,11750,N
202583,11750,N
95636,11750,N
188528,11750,N
67399,11778,N
56892,11778,N
228050,11778,N
86530,11778,N
123074,11828,N
188571,11828,N
34636,11828,N
270249,11877,N
143355,11877,N
20815,11905,N
139131,11905,N
31869,11905,N
140709,11905,N
311309,11905,N
218134,11910,N
188418,11910,N
227125,11910,N
39682,11910,N
264635,11910,N
280837,11944,N
29757,11944,N
112684,11944,N
72476,11944,N
42874,11944,N
239903,11962,N
211951,11962,N
288116,12027,N
217059,12027,N
249952,12027,N
209723,12063,N
243841,12063,N
15044,12063,N
146041,12063,N
12106,12063,N
244828,12063,N
44644,12106,N
5558,12106,N
230007,12106,N
285890,12106,N
321118,12106,N
136696,12106,N
223102,12106,N
48003,12205,N
169662,12205,N
230059,12209,N
209339,12209,N
245682,12209,N
213712,12212,N
130823,12212,N
